,block_tract,points,Population,Area,AllRaces,Black,Households,NonfamilyHouseholds,RelNonrel,Nonrelatives,AllRaceCounts,MixedRace,OccupiedHousing,RentedHouseholds
0,0470179.001,"[[-73.971223, 40.685021], [-73.969062, 40.684157], [-73.96866399999999, 40.682], [-73.97064, 40.682414], [-73.971223, 40.685021]]",1451,         43328,1499,1251,1451,279,602,57,1451,45,602,583
1,0470181.002,"[[-73.973126, 40.689622], [-73.972687, 40.687415], [-73.972398, 40.685953999999995], [-73.973274, 40.685842], [-73.97337399999999, 40.685885], [-73.973648, 40.687303], [-73.974109, 40.689662999999996], [-73.973126, 40.689622]]",887,         34541,919,264,887,450,486,106,887,28,486,373
2,0470185.012,"[[-73.97426399999999, 40.695100000000004], [-73.975048, 40.695080999999995], [-73.97506299999999, 40.69508], [-73.976188, 40.695098], [-73.976351, 40.695916], [-73.976407, 40.696191999999996], [-73.973457, 40.696079999999995], [-73.97343099999999, 40.695812], [-73.973309, 40.695209999999996], [-73.97426399999999, 40.695100000000004]]",1209,         27882,1248,849,1209,178,467,22,1209,36,467,460
3,0470191.001,"[[-73.96405399999999, 40.693628], [-73.96444799999999, 40.695595], [-73.96444799999999, 40.695702], [-73.964551, 40.696107], [-73.962839, 40.698039], [-73.962294, 40.698125999999995], [-73.961051, 40.698326], [-73.96015799999999, 40.694117], [-73.96109299999999, 40.694010999999996], [-73.962211, 40.69386], [-73.963127, 40.693733], [-73.96405399999999, 40.693628]]",735,        134169,770,149,735,232,257,76,735,32,257,224
4,0470193.002,"[[-73.965188, 40.689782], [-73.962392, 40.690106], [-73.960293, 40.690346], [-73.96000599999999, 40.688880999999995], [-73.962836, 40.688555], [-73.96481, 40.688325999999996], [-73.965188, 40.689782]]",1757,         68271,1824,1531,1757,635,1015,68,1757,58,1015,486
5,0470195.002,"[[-73.96711499999999, 40.689561], [-73.967531, 40.691643], [-73.967844, 40.69323], [-73.966881, 40.693341], [-73.966566, 40.691756], [-73.966135, 40.689673], [-73.96711499999999, 40.689561]]",795,         34138,842,270,795,358,386,100,795,43,386,300
6,0470197.001,"[[-73.965822, 40.688209], [-73.966821, 40.688088], [-73.96711499999999, 40.689561], [-73.966135, 40.689673], [-73.965188, 40.689782], [-73.96481, 40.688325999999996], [-73.965822, 40.688209]]",391,         27762,418,112,391,187,202,49,391,27,202,156
7,0470199.002,"[[-73.968054, 40.684205], [-73.967056, 40.684318999999995], [-73.965082, 40.684546], [-73.964779, 40.68304], [-73.96688999999999, 40.683482999999995], [-73.96795999999999, 40.683726], [-73.96892199999999, 40.684101999999996], [-73.968054, 40.684205]]",707,         30537,748,358,707,339,356,94,707,35,356,334
8,0470201.003,"[[-73.964033, 40.684667999999995], [-73.963072, 40.684779999999996], [-73.962611, 40.682587], [-73.963664, 40.682807], [-73.964779, 40.68304], [-73.965082, 40.684546], [-73.964033, 40.684667999999995]]",995,         35876,1049,447,995,507,483,153,995,46,483,377
9,0470227.003,"[[-73.959595, 40.681953], [-73.958586, 40.681743], [-73.958246, 40.679984999999995], [-73.958292, 40.679831], [-73.96131199999999, 40.680456], [-73.961424, 40.681433999999996], [-73.96161099999999, 40.682375], [-73.959595, 40.681953]]",757,         52909,786,581,757,194,306,52,757,28,306,270
10,0470001.002,"[[-73.99600099999999, 40.699007], [-73.995379, 40.700309], [-73.993672, 40.699836], [-73.994292, 40.698535], [-73.995145, 40.698774], [-73.99600099999999, 40.699007]]",939,         23574,948,79,939,176,266,27,939,9,266,162
11,0470003.013,"[[-73.995547, 40.695892], [-73.99585499999999, 40.695221], [-73.996197, 40.694507], [-73.997699, 40.694983], [-73.997078, 40.696311], [-73.99641299999999, 40.696131], [-73.995547, 40.695892]]",889,         21993,920,29,889,389,494,69,889,28,494,258
12,0470005.011,"[[-73.99532599999999, 40.696377999999996], [-73.99460499999999, 40.697888], [-73.994292, 40.698535], [-73.99271, 40.698097], [-73.99302, 40.69746], [-73.993785, 40.69587], [-73.99532599999999, 40.696377999999996]]",2417,         36793,2526,285,2417,685,853,93,2417,90,853,356
13,0470005.022,"[[-73.992744, 40.693605], [-73.99310299999999, 40.692845999999996], [-73.99508, 40.693146999999996], [-73.994619, 40.69412], [-73.994298, 40.694792], [-73.993978, 40.695463], [-73.99307999999999, 40.695217], [-73.99210000000001, 40.694947], [-73.992744, 40.693605]]",1128,         43981,1161,40,1128,605,683,123,1128,32,683,473
14,0470007.003,"[[-73.993438, 40.692153999999995], [-73.993736, 40.691534999999995], [-73.994361, 40.690239], [-73.996233, 40.690757999999995], [-73.995914, 40.691416], [-73.99508, 40.693146999999996], [-73.99310299999999, 40.692845999999996], [-73.993438, 40.692153999999995]]",1238,         49705,1280,39,1238,473,642,91,1238,41,642,407
15,0470013.002,"[[-73.986813, 40.699956], [-73.986864, 40.69922], [-73.98693999999999, 40.698781], [-73.98868399999999, 40.700699], [-73.986794, 40.700626], [-73.986813, 40.699956]]",711,         22918,726,151,711,0,0,0,711,12,0,0
16,0470015.002,"[[-73.980983, 40.693556], [-73.982512, 40.693614], [-73.98245299999999, 40.694796], [-73.982235, 40.697505], [-73.980515, 40.697437], [-73.980632, 40.696346], [-73.98037099999999, 40.696262999999995], [-73.980356, 40.696177999999996], [-73.980139, 40.694683], [-73.979168, 40.693489], [-73.980983, 40.693556]]",1494,         81605,1566,907,1494,152,542,36,1494,64,542,541
17,0470023.001,"[[-73.986794, 40.700626], [-73.98582499999999, 40.700598], [-73.98285, 40.701359], [-73.98293199999999, 40.699771999999996], [-73.983749, 40.699797], [-73.984776, 40.699853999999995], [-73.986532, 40.699923999999996], [-73.986813, 40.699956], [-73.986794, 40.700626]]",1555,         41784,1629,789,1555,168,535,63,1555,70,535,467
18,0470029.012,"[[-73.976407, 40.696191999999996], [-73.976351, 40.695916], [-73.976188, 40.695098], [-73.975987, 40.694089], [-73.975848, 40.693360999999996], [-73.97782699999999, 40.693438], [-73.978094, 40.694623], [-73.978343, 40.696225999999996], [-73.978351, 40.696276], [-73.978376, 40.696355], [-73.977375, 40.696242999999996], [-73.976407, 40.696191999999996]]",1022,         52500,1085,724,1022,85,225,13,1022,56,225,225
19,0470031.001,"[[-73.982512, 40.693614], [-73.980983, 40.693556], [-73.979168, 40.693489], [-73.97782699999999, 40.693438], [-73.97754499999999, 40.691896], [-73.97894699999999, 40.691921], [-73.981791, 40.692025], [-73.981759, 40.692955], [-73.98254, 40.693002], [-73.982512, 40.693614]]",1800,         64117,1928,974,1800,535,803,74,1800,109,803,257
20,0470033.002,"[[-73.976592, 40.687183999999995], [-73.976545, 40.686994], [-73.97936299999999, 40.686682], [-73.98092799999999, 40.688902999999996], [-73.982098, 40.689358], [-73.982957, 40.689699], [-73.98371999999999, 40.690007], [-73.98313399999999, 40.690003], [-73.981476, 40.689931], [-73.978624, 40.689831], [-73.977098, 40.689772999999995], [-73.976592, 40.687183999999995]]",1499,        115547,1575,481,1499,697,757,186,1499,68,757,591
21,0470037.001,"[[-73.98181699999999, 40.687329999999996], [-73.983988, 40.688175], [-73.986155, 40.689018], [-73.98973699999999, 40.69036], [-73.989328, 40.691002], [-73.98896599999999, 40.692099], [-73.987348, 40.691458], [-73.98633099999999, 40.69105], [-73.98536299999999, 40.690667], [-73.98371999999999, 40.690007], [-73.982957, 40.689699], [-73.982098, 40.689358], [-73.98092799999999, 40.688902999999996], [-73.97936299999999, 40.686682], [-73.979812, 40.686645], [-73.98181699999999, 40.687329999999996]]",390,        167607,447,90,390,149,157,26,390,53,157,154
22,0470039.001,"[[-73.982232, 40.686721], [-73.98181699999999, 40.687329999999996], [-73.979812, 40.686645], [-73.97936299999999, 40.686682], [-73.97908799999999, 40.686285], [-73.978026, 40.684864], [-73.978337, 40.684394999999995], [-73.980702, 40.685324], [-73.982661, 40.686085999999996], [-73.982232, 40.686721]]",1162,         58756,1254,299,1162,380,457,100,1162,85,457,297
23,0470039.003,"[[-73.978337, 40.684394999999995], [-73.978743, 40.68376], [-73.979165, 40.683125], [-73.97960499999999, 40.682489], [-73.981993, 40.683417999999996], [-73.981562, 40.684053], [-73.981133, 40.684689], [-73.980702, 40.685324], [-73.978337, 40.684394999999995]]",459,         53879,494,74,459,237,227,64,459,31,227,177
24,0470041.001,"[[-73.982232, 40.686721], [-73.982661, 40.686085999999996], [-73.98482899999999, 40.68693], [-73.98700000000001, 40.687773], [-73.986155, 40.689018], [-73.983988, 40.688175], [-73.98181699999999, 40.687329999999996], [-73.982232, 40.686721]]",1562,         64022,1630,267,1562,629,736,166,1562,62,736,599
25,0470043.001,"[[-73.990648, 40.68913], [-73.990166, 40.689729], [-73.988722, 40.689246], [-73.98916799999999, 40.688615], [-73.990648, 40.68913]]",8,         10613,8,5,8,0,0,0,8,0,0,0
26,0470043.003,"[[-73.98916799999999, 40.688615], [-73.98700000000001, 40.687773], [-73.988289, 40.685869], [-73.99046799999999, 40.686727999999995], [-73.98916799999999, 40.688615]]",918,         49141,951,102,918,407,415,130,918,30,415,319
27,0470045.001,"[[-73.993005, 40.688364], [-73.995001, 40.688915], [-73.99687399999999, 40.689433], [-73.99654799999999, 40.690104], [-73.996233, 40.690757999999995], [-73.994361, 40.690239], [-73.992364, 40.68969], [-73.99268599999999, 40.689032999999995], [-73.993005, 40.688364]]",1151,         54501,1175,44,1151,502,601,129,1151,24,601,391
28,0470047.001,"[[-74.001003, 40.68535], [-74.002364, 40.685736999999996], [-74.004504, 40.686301], [-74.004853, 40.685668], [-74.00549699999999, 40.685846999999995], [-74.007735, 40.686037], [-74.008117, 40.686614999999996], [-74.003946, 40.689046999999995], [-74.001881, 40.692476], [-74.000495, 40.691938], [-73.997793, 40.691188], [-73.998742, 40.689177], [-73.99907, 40.688497999999996], [-73.999378, 40.687853], [-73.999696, 40.687197999999995], [-74.000642, 40.685247], [-74.000891, 40.685300999999995], [-74.001003, 40.68535]]",1445,        330370,1566,259,1445,440,657,103,1445,101,657,456
29,0470129.013,"[[-73.981324, 40.679952], [-73.98089399999999, 40.680586999999996], [-73.980463, 40.681221], [-73.977886, 40.680217], [-73.978676, 40.679047], [-73.97955999999999, 40.679286999999995], [-73.981324, 40.679952]]",517,         38072,554,101,517,249,246,83,517,33,246,177
30,0470161.001,"[[-73.97377999999999, 40.683060999999995], [-73.97174199999999, 40.682646], [-73.97064, 40.682414], [-73.970852, 40.681619999999995], [-73.971394, 40.680082999999996], [-73.974504, 40.680733], [-73.973952, 40.682280999999996], [-73.97377999999999, 40.683060999999995]]",976,         72716,1033,219,976,306,422,102,976,50,422,233
31,0470305.001,"[[-73.959124, 40.677513999999995], [-73.962229, 40.678166], [-73.961957, 40.678934], [-73.96168, 40.679702], [-73.96131199999999, 40.680456], [-73.958292, 40.679831], [-73.95602199999999, 40.679359], [-73.95528999999999, 40.679202], [-73.955167, 40.678571], [-73.955195, 40.678343], [-73.95547499999999, 40.677575999999995], [-73.955749, 40.676807], [-73.956833, 40.677034], [-73.959124, 40.677513999999995]]",839,        149935,906,379,839,251,316,76,839,44,316,291
32,0470227.004,"[[-73.958586, 40.681743], [-73.959595, 40.681953], [-73.96161099999999, 40.682375], [-73.961671, 40.682691], [-73.960718, 40.682801999999995], [-73.959785, 40.682908999999995], [-73.95884099999999, 40.683018], [-73.95611199999999, 40.683333], [-73.955666, 40.681137], [-73.958586, 40.681743]]",942,         67189,969,693,942,338,386,95,942,25,386,309
33,0470229.001,"[[-73.956699, 40.686263], [-73.956841, 40.686996], [-73.954684, 40.687245], [-73.954538, 40.686512], [-73.954393, 40.68578], [-73.95655, 40.68553], [-73.956699, 40.686263]]",586,         30382,612,421,586,212,273,57,586,22,273,229
34,0470229.002,"[[-73.954101, 40.684312999999996], [-73.953954, 40.683581], [-73.95611199999999, 40.683333], [-73.956257, 40.684066], [-73.95655, 40.68553], [-73.954393, 40.68578], [-73.954246, 40.685047], [-73.954101, 40.684312999999996]]",935,         45527,983,624,935,348,379,96,935,46,379,273
35,0470229.003,"[[-73.959423, 40.685950999999996], [-73.95956799999999, 40.686682999999995], [-73.956841, 40.686996], [-73.956699, 40.686263], [-73.95655, 40.68553], [-73.959276, 40.685217], [-73.959423, 40.685950999999996]]",655,         38359,678,463,655,228,288,57,655,21,288,228
36,0470229.004,"[[-73.95655, 40.68553], [-73.956257, 40.684066], [-73.95611199999999, 40.683333], [-73.95884099999999, 40.683018], [-73.959276, 40.685217], [-73.95655, 40.68553]]",1219,         57564,1272,779,1219,526,551,140,1219,47,551,446
37,0470231.001,"[[-73.96000599999999, 40.688880999999995], [-73.959859, 40.688148], [-73.95971399999999, 40.687416], [-73.962547, 40.687089], [-73.962694, 40.687819], [-73.962836, 40.688555], [-73.96000599999999, 40.688880999999995]]",1097,         39857,1176,582,1097,561,553,145,1097,67,553,474
38,0470241.002,"[[-73.951757, 40.69133], [-73.951612, 40.690597], [-73.951464, 40.689864], [-73.955122, 40.689443999999995], [-73.95541, 40.690908], [-73.951757, 40.69133]]",909,         51407,940,548,909,332,367,81,909,29,367,322
39,0470243.001,"[[-73.951464, 40.689864], [-73.95117499999999, 40.6884], [-73.954829, 40.687977], [-73.955122, 40.689443999999995], [-73.951464, 40.689864]]",1229,         51447,1275,863,1229,482,589,141,1229,39,589,478
40,0470245.001,"[[-73.953954, 40.683581], [-73.954101, 40.684312999999996], [-73.954246, 40.685047], [-73.95058999999999, 40.685466999999996], [-73.950446, 40.684734999999996], [-73.950299, 40.684000999999995], [-73.953954, 40.683581]]",963,         51455,1008,860,963,258,386,88,963,39,386,260
41,0470245.004,"[[-73.949557, 40.680389999999996], [-73.95337099999999, 40.680641], [-73.953516, 40.681383], [-73.949861, 40.681804], [-73.949715, 40.68107], [-73.949557, 40.680389999999996]]",778,         38289,816,616,778,214,330,56,778,36,330,290
42,0470247.001,"[[-73.949557, 40.680389999999996], [-73.946749, 40.68024], [-73.946274, 40.680212999999995], [-73.943973, 40.680088], [-73.944149, 40.678239], [-73.946911, 40.678391999999995], [-73.949679, 40.678543], [-73.949585, 40.679635999999995], [-73.949557, 40.680389999999996]]",1314,         96636,1366,1100,1314,294,521,85,1314,48,521,468
43,0470249.003,"[[-73.94658, 40.682181], [-73.946437, 40.681449], [-73.949715, 40.68107], [-73.949861, 40.681804], [-73.950009, 40.682536999999996], [-73.946727, 40.682914], [-73.94658, 40.682181]]",1107,         46121,1138,840,1107,422,546,93,1107,25,546,445
44,0470253.003,"[[-73.951464, 40.689864], [-73.951612, 40.690597], [-73.951757, 40.69133], [-73.95190199999999, 40.692063], [-73.948622, 40.69244], [-73.948476, 40.691707], [-73.948331, 40.690974], [-73.948185, 40.690242], [-73.951464, 40.689864]]",487,         69246,512,342,487,145,186,50,487,23,186,153
45,0470519.002,"[[-73.95434, 40.714072], [-73.954656, 40.714075], [-73.95533, 40.714073], [-73.95599399999999, 40.714092], [-73.95626899999999, 40.714158999999995], [-73.95822299999999, 40.715374], [-73.95762599999999, 40.715927], [-73.957031, 40.716483], [-73.956439, 40.717031999999996], [-73.953865, 40.715433], [-73.952793, 40.714763], [-73.953411, 40.714220999999995], [-73.953583, 40.71407], [-73.95434, 40.714072]]",1060,         82585,1092,21,1060,627,546,198,1060,29,546,456
46,0470519.003,"[[-73.95533, 40.714073], [-73.954656, 40.714075], [-73.95434, 40.714072], [-73.95506499999999, 40.712866], [-73.95547599999999, 40.712266], [-73.95680999999999, 40.712756], [-73.958342, 40.713305999999996], [-73.959797, 40.713887], [-73.959486, 40.714192], [-73.959277, 40.71439], [-73.95822299999999, 40.715374], [-73.95626899999999, 40.714158999999995], [-73.95599399999999, 40.714092], [-73.95533, 40.714073]]",1050,         72264,1095,38,1050,640,507,205,1050,43,507,444
47,0470523.003,"[[-73.959064, 40.712165999999996], [-73.959533, 40.711424], [-73.959943, 40.710786999999996], [-73.960388, 40.710056], [-73.961238, 40.710234], [-73.962, 40.710432999999995], [-73.961421, 40.711349], [-73.961029, 40.711968999999996], [-73.960561, 40.712713], [-73.959064, 40.712165999999996]]",1214,         38048,1260,70,1214,415,454,163,1214,44,454,409
48,0470525.002,"[[-73.96114399999999, 40.707524], [-73.962131, 40.707623], [-73.962743, 40.707685], [-73.96257299999999, 40.708535], [-73.962414, 40.709351999999996], [-73.960825, 40.709168999999996], [-73.960984, 40.708357], [-73.96114399999999, 40.707524]]",1329,         25272,1347,49,1329,145,387,35,1329,17,387,368
49,0470543.002,"[[-73.969728, 40.697804], [-73.965774, 40.697635999999996], [-73.962839, 40.698039], [-73.964551, 40.696107], [-73.965434, 40.695941], [-73.96638899999999, 40.69581], [-73.968384, 40.695931], [-73.96937199999999, 40.695954], [-73.969728, 40.697804]]",320,        101851,347,34,320,192,178,57,320,24,178,178
50,0470545.003,"[[-73.967289, 40.707001999999996], [-73.965932, 40.707243999999996], [-73.964849, 40.707454], [-73.964393, 40.707056], [-73.965672, 40.706202999999995], [-73.965093, 40.705633999999996], [-73.965285, 40.705498999999996], [-73.965541, 40.705334], [-73.966325, 40.70483], [-73.96672699999999, 40.705523], [-73.967289, 40.707001999999996]]",2033,         36069,2075,164,2033,158,618,37,2033,41,618,585
51,0470547.002,"[[-73.96432899999999, 40.708014999999996], [-73.965938, 40.708197], [-73.965801, 40.708901999999995], [-73.964185, 40.70872], [-73.96257299999999, 40.708535], [-73.962743, 40.707685], [-73.963278, 40.707729], [-73.964421, 40.707533999999995], [-73.96432899999999, 40.708014999999996]]",1456,         25950,1468,28,1456,92,326,25,1456,11,326,282
52,0470551.002,"[[-73.962552, 40.712526], [-73.962081, 40.713269], [-73.961287, 40.714501999999996], [-73.959797, 40.713887], [-73.960561, 40.712713], [-73.961029, 40.711968999999996], [-73.962552, 40.712526]]",1196,         34304,1281,113,1196,516,548,152,1196,78,548,513
53,0471237.001,"[[-73.95799699999999, 40.694365999999995], [-73.959311, 40.694215], [-73.96015799999999, 40.694117], [-73.961051, 40.698326], [-73.95885799999999, 40.698676999999996], [-73.95799699999999, 40.694365999999995]]",1267,         89464,1300,71,1267,100,275,45,1267,33,275,214
54,0471237.002,"[[-73.956581, 40.696784], [-73.956143, 40.694579], [-73.95799699999999, 40.694365999999995], [-73.95885799999999, 40.698676999999996], [-73.95702, 40.698974], [-73.956581, 40.696784]]",2618,         77467,2659,85,2618,100,527,36,2618,38,527,438
55,0471237.003,"[[-73.956581, 40.696784], [-73.95702, 40.698974], [-73.95336999999999, 40.699405], [-73.952925, 40.697204], [-73.952489, 40.695004], [-73.954307, 40.694790999999995], [-73.955197, 40.694688], [-73.956143, 40.694579], [-73.956581, 40.696784]]",2123,        154429,2157,96,2123,148,456,51,2123,34,456,350
60,0470049.001,"[[-73.99654799999999, 40.690104], [-73.99687399999999, 40.689433], [-73.997562, 40.688], [-73.99907, 40.688497999999996], [-73.998742, 40.689177], [-73.997793, 40.691188], [-73.996233, 40.690757999999995], [-73.99654799999999, 40.690104]]",922,         44629,947,196,922,174,228,43,922,24,228,170
61,0470127.001,"[[-73.982855, 40.682148999999995], [-73.982423, 40.682783], [-73.984375, 40.683543], [-73.983953, 40.684182], [-73.981993, 40.683417999999996], [-73.97960499999999, 40.682489], [-73.980034, 40.681854], [-73.980463, 40.681221], [-73.982855, 40.682148999999995]]",1152,         50697,1224,321,1152,558,503,174,1152,61,503,394
62,0470127.002,"[[-73.985231, 40.68228], [-73.983276, 40.681523], [-73.982855, 40.682148999999995], [-73.980463, 40.681221], [-73.98089399999999, 40.680586999999996], [-73.981324, 40.679952], [-73.98175499999999, 40.679317], [-73.984139, 40.680246], [-73.986104, 40.681008999999996], [-73.985231, 40.68228]]",972,         83537,1035,306,972,284,422,79,972,58,422,415
63,0470129.011,"[[-73.979165, 40.683125], [-73.978743, 40.68376], [-73.978337, 40.684394999999995], [-73.978026, 40.684864], [-73.977457, 40.684052], [-73.975929, 40.683505], [-73.976209, 40.68273], [-73.976317, 40.682508999999996], [-73.976596, 40.68212], [-73.977023, 40.681486], [-73.97960499999999, 40.682489], [-73.979165, 40.683125]]",758,         59988,803,99,758,243,297,86,758,39,297,208
64,0470129.012,"[[-73.980463, 40.681221], [-73.980034, 40.681854], [-73.97960499999999, 40.682489], [-73.977023, 40.681486], [-73.97781499999999, 40.680313], [-73.977886, 40.680217], [-73.980463, 40.681221]]",884,         38829,923,150,884,412,435,133,884,36,435,295
65,0470129.021,"[[-73.976596, 40.68212], [-73.976317, 40.682508999999996], [-73.976209, 40.68273], [-73.975929, 40.683505], [-73.97377999999999, 40.683060999999995], [-73.973952, 40.682280999999996], [-73.974504, 40.680733], [-73.975144, 40.680872], [-73.975338, 40.680831999999995], [-73.977023, 40.681486], [-73.976596, 40.68212]]",278,         53563,296,50,278,153,141,46,278,18,141,118
66,0470129.022,"[[-73.97490499999999, 40.679955], [-73.975321, 40.679333], [-73.97781499999999, 40.680313], [-73.977023, 40.681486], [-73.975338, 40.680831999999995], [-73.975144, 40.680872], [-73.974504, 40.680733], [-73.97469199999999, 40.680265999999996], [-73.97490499999999, 40.679955]]",933,         35851,978,151,933,410,412,138,933,44,412,336
